0 SHIT IS BAD - get Orig Pos,162.0,6996641.196049278,3.336940805215917E8 SHIT IS BAD - get Orig Pos,1768
1 SHIT IS BAD - get Orig Pos,175.0,896247.2079439253,3.232022938632865E7 SHIT IS BAD - get Orig Pos,1638
2 SHIT IS BAD - get Orig Pos,145.0,-826193.4218351742,4.7869813841064066E7 SHIT IS BAD - get Orig Pos,1728
3,4.7900184E8,101873.10089209856,6980277.815962415,1
4,6.28457726E8,3070569.596856415,4.539072558036552E7,3
5,8.62453762E8,199983.88700084962,1.2582468538355889E7,1
6,5.4327889E8,1.3750806422259983E7,1.4668951951918378E8,27
7,1.278945414E9,271872.86002548854,1.8637496701226242E7,1
8,122.0,5530083.63508921,1.0707714258043163E8,4217
9,3709472.0,4528.60046728972,94223.61540228788,1
10 SHIT IS BAD - get Orig Pos,146.0,2.1883751211767204E7,1.95243366317231E8 SHIT IS BAD - get Orig Pos,826
11 SHIT IS BAD - get Orig Pos,166.0,102013.05756159728,6980335.480669495 SHIT IS BAD - get Orig Pos,1200
12 SHIT IS BAD - get Orig Pos,157.0,1.6432660599617671E7,1.6587019455267698E8 SHIT IS BAD - get Orig Pos,393
13 SHIT IS BAD - get Orig Pos,161.0,3.660128980182668E7,3.599859922732088E8 SHIT IS BAD - get Orig Pos,1939
14 SHIT IS BAD - get Orig Pos,145.0,124.93946474086661,37.07339544526426 SHIT IS BAD - get Orig Pos,480
15 SHIT IS BAD - get Orig Pos,162.0,2021.0386576040783,12522.881512518801 SHIT IS BAD - get Orig Pos,1223
16 SHIT IS BAD - get Orig Pos,173.0,5.938526185237893E7,3.3124369817379737E8 SHIT IS BAD - get Orig Pos,1886
17 SHIT IS BAD - get Orig Pos,191.0,226.1355140186916,232.903374944975 SHIT IS BAD - get Orig Pos,783
18 SHIT IS BAD - get Orig Pos,205.0,1.9875247600892097E7,1.9119471856189257E8 SHIT IS BAD - get Orig Pos,1669
19 SHIT IS BAD - get Orig Pos,199.0,3.514991156478335E7,3.465892043307972E8 SHIT IS BAD - get Orig Pos,1216
20,1.93205364E9,1.8849104110450298E7,1.856980707094335E8,33
21,4.65706141E8,4.550020504885302E7,3.3263626332629675E8,214
22,1.4520362E7,9.758374438763806E7,4.281482425685342E8,349
23,1.120907118E9,4893280.286745965,8.739687170500036E7,10
24 SHIT IS BAD - get Orig Pos,173.0,368300.1593033135,8.728709457762983E7 SHIT IS BAD - get Orig Pos,1069
25 SHIT IS BAD - get Orig Pos,174.0,817141.4307561597,3.228445344122644E7 SHIT IS BAD - get Orig Pos,1112
26 SHIT IS BAD - get Orig Pos,152.0,582.6159728122345,3331.830393868893 SHIT IS BAD - get Orig Pos,654
27 SHIT IS BAD - get Orig Pos,142.0,121.64273576890399,35.045628352224185 SHIT IS BAD - get Orig Pos,308
28 SHIT IS BAD - get Orig Pos,156.0,187.82943925233644,377.68496063540874 SHIT IS BAD - get Orig Pos,639
29,1.409289194E9,2415511.289082413,5.377134951747192E7,2
30,830.0,220.78717077315207,225.43354471096438,1
31,10136.0,547.1669498725573,1253.4311375431646,1
32,-8.97707212E8,-179555.56988105353,1.3095096570033854E7,4708
33,-8.2822734E7,1.7566759072854716E7,4.7892632693459654E8,4466
34,2.0151338E8,456244.3984706882,2.8307120736915868E7,2
35,-7.7558321E8,-164541.50764655904,1.1302230331333876E7,4708
36,9.97920004E8,939116.8262531861,2.2507235839576937E7,1
37,2.00471826E9,429409.2631690739,2.921391513250946E7,1
38,-8.4635814E8,2.077821056053526E7,3.5556404097801006E8,4627
39,2.076572884E9,438663.1567544605,5.204132506694676E7,1
40,7.67116548E8,1658884.4005947323,4.711804947650844E7,4
41,4.8263041E8,2459310.1450722176,3.623680036341131E7,3
42,156.0,121.99893797790995,35.226633025569406,22
43,1.118799966E9,1.9427205927994903E7,3.3430054822016156E8,146
44,154.0,121.64273576890399,35.045628352224185,28
45 SHIT IS BAD - get Orig Pos,144.0,6777424.619583688,9.551265674243952E7 SHIT IS BAD - get Orig Pos,1970
