46 SHIT IS BAD - get Orig Pos,179.0,6.5443865096006796E7,3.7939049213965845E8 SHIT IS BAD - get Orig Pos,1926
47 SHIT IS BAD - get Orig Pos,138.0,120.24299065420561,34.425809614395256 SHIT IS BAD - get Orig Pos,543
48 SHIT IS BAD - get Orig Pos,180.0,8726.933092608326,581700.1967207905 SHIT IS BAD - get Orig Pos,1040
49 SHIT IS BAD - get Orig Pos,183.0,7534748.122344945,1.1804732303322612E8 SHIT IS BAD - get Orig Pos,1832
50,-1.78880138E8,1.885436706542056E7,3.8481962895318377E8,4560
51,146.0,1371.9005947323703,24627.452707077136,2415
52,40594.0,1746.2629566694986,7634.208810364734,1
53,7.90183942E8,5.977487487446899E7,3.103129096503171E8,195
54,1.558736566E9,450396.8449447749,2.3769075405359313E7,1
55,7.38197624E8,909931.710917587,4.55904247453682E7,3
56,5768.0,8561614.70284622,1.1970620789344344E8,312
57,1451642.0,477.6731096006797,21184.578239142036,1
58,-8.63975422E8,5.717885471304163E7,3.171271100815595E8,4671
59,1.037836944E9,415663.90739167377,2.0190183170078356E7,1
60,-1.444826646E9,-111346.45220900595,2.4948372480825957E7,4708
61,9.05974824E8,3.7014248220050976E7,4.195280244741255E8,204
62,-5.22634366E8,7811509.038020391,1.8466981047832173E8,4666
63,1.93205363E9,-1816323.3608751062,1.6306892127216685E8,12
64,-7.582271E7,3.6781852904630415E7,4.404256632657557E8,4515
65,132.0,118.267841971113,33.69506684972321,1471
66,130.0,117.27378929481733,33.328353058422586,1483
67,172.0,125.72493627867459,36.781233418591206,19
68,2.004189314E9,9889188.95581988,1.1176234843772863E8,3
69,-3.3531774E7,1.689510597514868E7,3.986871738859596E8,4511
70,1.03362121E9,1.0823584911639761E7,1.128673903150569E8,18
71,-2.8658388E8,2.988851475764656E7,3.396269091523518E8,4618
72,146.0,121.26529311809685,34.968081236648615,175
73,-1.85388224E9,1998088.952209006,6.768461982233235E7,4708
74,2.004310184E9,7774654.922259983,1.0048603194203688E8,1
75,2.004189352E9,7774270.492141036,1.0048553664991888E8,1
76,-2.147483384E9,-339100.905480034,3.2070566551865578E7,4708
77,1.752412568E9,5.3176753853440955E7,3.1525962950246155E8,39
78,-1.305803936E9,4.690586400764656E7,3.7525389852058274E8,4683
79,1.846005136E9,4068854.1034409516,6.579523211066784E7,4
80,240.0,131.79524214103654,41.43173289318036,1
81,2.004189572E9,425852.04545454547,2.9206156624295477E7,1
82,-3.58724452E8,-74227.57943925234,5228097.849547276,4708
83,1.670124636E9,7.361462603037383E7,3.8325428213086206E8,112
84,-5.32831064E8,4928489.548003399,9.137915288991198E7,4708
85,-1.232493398E9,1.3245202810322855E7,2.0526025693527412E8,4699
86,8.48991656E8,7054039.376805438,9.732819299915664E7,15
87,176.0,123.6144859813084,36.134476049891475,13
88,-1.390647162E9,562243.66057774,4.049452792934467E7,4708
89,-8.14965266E8,5.948232001975361E7,3.5284181720951724E8,4669
90,2.117500034E9,-9953367.032922685,3.65286275810741E8,1
91,3.9965066E7,2450430.6624893798,5.861275085580709E7,9
92,41427.0,5068273.776338148,1.0116425463058096E8,21
93 SHIT IS BAD - get Orig Pos,965.0,7.213519201762956E7,3.196207640264497E8 SHIT IS BAD - get Orig Pos,1131
94 SHIT IS BAD - get Orig Pos,210.0,1.9486778407391675E7,2.0208216567990053E8 SHIT IS BAD - get Orig Pos,852
95 SHIT IS BAD - get Orig Pos,869.0,8814.363423959217,582278.9633148119 SHIT IS BAD - get Orig Pos,237
96,1.369254403E9,85249.23385726423,2.501292552391249E7,1
97,3628838.0,544066.3196686491,3.2791023651560254E7,23
98,1.27899569E9,7694168.587085811,9.881616092746623E7,3
99,-1.417518577E9,-52733.666312659305,2.4627810831544846E7,4708
100,5882.0,202.77591333899744,581.9245836236948,2
101,4.0002495E7,26826.64209855565,838713.2528270681,1
102,1.15085056E8,1818032.1796941375,5.050302783386501E7,8
103,4.0331524E7,4902791.501699235,1.0857029441156814E8,22
104,1.19750402E8,25884.58220050977,1745063.104943794,1
105,1.932416512E9,1.558826013126593E7,1.620805941154303E8,3
106,1.278945408E9,272079.6898895497,1.8637495860593233E7,1
107,-1.87584318E8,2.4753830809898045E7,4.051763875108928E8,4521
108,-4.31727853E8,-458827.6743840272,9.604015414984564E7,4700
109 SHIT IS BAD - get Orig Pos,149.0,3047.483007646559,92488.13429498379 SHIT IS BAD - get Orig Pos,1668
110 SHIT IS BAD - get Orig Pos,164.0,599396.3719201359,3.438778639707187E7 SHIT IS BAD - get Orig Pos,1494
111 SHIT IS BAD - get Orig Pos,168.0,297901.22812234494,1.50945050159483E7 SHIT IS BAD - get Orig Pos,1835
112,1.932416512E9,410685.36745964317,2.8160239262675732E7,1
113,2.00431087E9,426204.33028887,2.9207920992255427E7,1
114,8.62453888E8,221508.02740016993,1.2621739919819921E7,1
115,1.412914954E9,5.123014096495327E7,4.7450237447688043E8,161
116,1492128.0,825.0658453695837,21820.73119532909,1
117,-2.48524556E8,1.031913464379779E7,1.4928503741107565E8,4689
118,-1.216746163E9,6.0722121344944775E7,3.976056396647491E8,4695
119,-5.22714985E8,-110842.71877655055,7617294.54190582,4708
120,1.29440167E9,549602.2767629566,2.651443233456686E7,1
121,41050.0,4.011398255373832E7,4.0420221741730917E8,555
122,122.0,4684454.716864911,1.1827237098793355E8,4216
123,-8.98432902E8,-190711.712404418,1.3092462866101544E7,4708
124,363028.0,207.76444350042482,5289.005100590406,1
125,5.48213814E8,154577.6212829227,8201144.518868297,1
126,-1.32432165E9,106404.67820730672,1.972126492986842E7,4708
127,-4.57758104E8,471617.77060322854,2.982711334252747E7,4708
128,-1.89559872E9,-60690.59282073067,3.0170019617035907E7,4708
129,1.813789639E9,1182812.0053101105,3.2300394611718047E7,1
130,158.0,120.27909940526763,34.59307462633474,30
131,-1.796865916E9,5.839177380586236E7,3.231393863839862E8,4705
132,-1.083968386E9,-180588.37786745964,1.5821923861354643E7,4708
133,5.22587654E8,2270980.6030161427,2.64312993881358E7,1
134 SHIT IS BAD - get Orig Pos,149.0,9076.723661852167,581782.4272951517 SHIT IS BAD - get Orig Pos,2027
135 SHIT IS BAD - get Orig Pos,148.0,420385.18670348346,2.8736676303734172E7 SHIT IS BAD - get Orig Pos,1998
136 SHIT IS BAD - get Orig Pos,164.0,2.993196656839422E7,3.333674550469923E8 SHIT IS BAD - get Orig Pos,1780
137 SHIT IS BAD - get Orig Pos,132.0,120.78186066270179,34.194459183453205 SHIT IS BAD - get Orig Pos,2047
138,7.0123533E8,487874.47238742566,2.1323933810433574E7,2
139,-1.44261107E9,1.745382021049278E7,4.143850113875515E8,4656
140,2.0870276E7,2036965.2109175872,2.4726237510521505E7,103
141 SHIT IS BAD - get Orig Pos,193.0,4.942722352697536E7,3.7519550674726033E8 SHIT IS BAD - get Orig Pos,1981
142 SHIT IS BAD - get Orig Pos,169.0,1.953239135237893E7,1.907739619999518E8 SHIT IS BAD - get Orig Pos,1874
143,40444.0,2.377581585046729E7,3.4174513137478805E8,696
144,7.9833758E7,23412.88976210705,1174157.5159746157,1
145,1.09641888E8,219026.53122344945,3207750.9124782686,1
146,403336.0,9872127.650169924,1.7522133513158983E8,118
147,1.92200366E9,4.7020987599830076E7,4.134474526905824E8,128
148,1.60189985E8,4.376904158007646E7,3.6070971622256666E8,201
149 SHIT IS BAD - get Orig Pos,162.0,1341087.6597281224,4.4654860957634896E7 SHIT IS BAD - get Orig Pos,1950
150,-2.102127576E9,8.247341288296516E7,3.216334515176565E8,4707
151,363750.0,7329928.139337298,1.3577819886237773E8,239
152,1.1327065E8,1.1931643891248938E7,1.5116290053887635E8,41
153,-1.527609478E9,560877.6299915038,3.1589162946694843E7,4708
154,-2.098503815E9,-347572.61045029736,3.0587303678263385E7,4708
155,172.0,125.72493627867459,36.781233418591206,19
156,1.278945432E9,815224.7612574341,3.227423133947145E7,1
157,1.662232885E9,8.29537477795242E7,4.8450670876053977E8,169
158 SHIT IS BAD - get Orig Pos,162.0,997.3294392523364,58765.184329401105 SHIT IS BAD - get Orig Pos,777
159 SHIT IS BAD - get Orig Pos,2.004189334E9,1.716790968649108E7,1.8017714577415532E8 SHIT IS BAD - get Orig Pos,25
160 SHIT IS BAD - get Orig Pos,207.0,9.176244630862361E7,4.1512639885994035E8 SHIT IS BAD - get Orig Pos,1642
161,1.278945437E9,3.663332229885302E7,3.380690588191698E8,116
162,243486.0,290.4220475785896,4758.187755381392,1
163,5.48209482E8,117166.66227697536,7988847.318483562,1
164,-8.18558839E8,1.5406144192863211E7,3.001779070722364E8,4653
165,2.004310858E9,425917.9734494478,2.9207923510285597E7,1
166,-8.5815261E8,-177759.1238317757,1.2505568686902707E7,4708
167,-3.49629684E8,2.5177514134027187E7,3.643142704496637E8,4610
168,1.278945575E9,704555.0167799491,2.729752725033757E7,1
169,-1.668481711E9,-650689.1132115548,4.706435976771746E7,4708
170,-1.011832832E9,-101499.55501274427,1.6325893399309218E7,4708
171,41310.0,2156948.2066694987,6.331226360195048E7,11
172,-1.102744072E9,8589002.281435855,3.3400480030149406E8,4626
173,1.935723587E9,415577.0010620221,2.8208471992327645E7,1
174,-1.011832708E9,616178.6093882753,3.549116245482058E7,4708
175,-1.97351949E8,3.509634829545455E7,2.4415829231388602E8,4685
176,85706.0,4097.706669498725,35029.639863044285,45
177,-1.011832708E9,604377.7861087511,3.54908065375416E7,4708
178,4.3545746E7,53328.878504672895,1213372.887901497,1
