144,7.98E+07,23412.88976,1174157.516,1,,,,,,,,
145,1.10E+08,219026.5312,3207750.912,1,,,,,,,,
146,403336,9872127.65,1.75E+08,118,,,,,,,,
147,1.92E+09,4.70E+07,4.13E+08,128,,,,,,,,
148,1.60E+08,4.38E+07,3.61E+08,201,,,,,,,,
151,363750,7329928.139,1.36E+08,239,,,,,,,,
152,1.13E+08,1.19E+07,1.51E+08,41,,,,,,,,
155,172,125.7249363,36.78123342,19,,,,,,,,
156,1.28E+09,815224.7613,3.23E+07,1,,,,,,,,
157,1.66E+09,8.30E+07,4.85E+08,169,,,,,,,,
161,1.28E+09,3.66E+07,3.38E+08,116,,,,,,,,
162,243486,290.4220476,4758.187755,1,,,,,,,,
163,5.48E+08,117166.6623,7988847.318,1,,,,,,,,
165,2.00E+09,425917.9734,2.92E+07,1,,,,,,,,
168,1.28E+09,704555.0168,2.73E+07,1,,,,,,,,
171,41310,2156948.207,6.33E+07,11,,,,,,,,
173,1.94E+09,415577.0011,2.82E+07,1,,,,,,,,
176,85706,4097.706669,35029.63986,45,,,,,,,,
178,4.35E+07,53328.8785,1213372.888,1,,,,,,,,
,,,,193.0625,,,,,,,,
,,,,677.4217657,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,126,-1.32E+09,106404.6782,1.97E+07,4708
,,,,,,,,127,-4.58E+08,471617.7706,2.98E+07,4708
,,,,,,,,128,-1.90E+09,-60690.59282,3.02E+07,4708
,,,,,,,,131,-1.80E+09,5.84E+07,3.23E+08,4705
,,,,,,,,132,-1.08E+09,-180588.3779,1.58E+07,4708
,,,,,,,,139,-1.44E+09,1.75E+07,4.14E+08,4656
,,,,,,,,164,-8.19E+08,1.54E+07,3.00E+08,4653
,,,,,,,,166,-8.58E+08,-177759.1238,1.25E+07,4708
,,,,,,,,167,-3.50E+08,2.52E+07,3.64E+08,4610
,,,,,,,,169,-1.67E+09,-650689.1132,4.71E+07,4708
,,,,,,,,170,-1.01E+09,-101499.555,1.63E+07,4708
,,,,,,,,172,-1.10E+09,8589002.281,3.34E+08,4626
,,,,,,,,177,-1.01E+09,604377.7861,3.55E+07,4708
,,,,,,,,174,-1.01E+09,616178.6094,3.55E+07,4708
,,,,,,,,175,-1.97E+08,3.51E+07,2.44E+08,4685
,,,,,,,,153,-1.53E+09,560877.63,3.16E+07,4708
,,,,,,,,154,-2.10E+09,-347572.6105,3.06E+07,4708
,,,,,,,,150,-2.10E+09,8.25E+07,3.22E+08,4707
