0,162,7118891.20914311,3.308313582495426E8,1651
1,3628964,562501.8339222615,2.8770697820524093E7,50
2,126,528.9081272084806,1805.5044905785446,3473
3,0,130.31735865724383,129.2416236970546,4528
4,120,2894798.9050353356,4.476483746805094E7,4178
5,27,15837.820008833922,612352.3963658189,3125
6,39923337,1.267576356360424E7,1.4032490717754504E8,147
7,144,215.03842756183747,353.67266829254703,1764
8,193,5321414.455167845,1.0535689346710433E8,983
9,769,3829.7473498233217,78722.61799722562,542
10,3,2.0859306078180213E7,1.87610289101223E8,4197
11,142,268.5713339222615,946.6252396239504,2050
12,122,1.5270394799911661E7,1.608436798826741E8,4043
13,183,3.7548626648189045E7,3.5805433990935504E8,1600
14,139,124.31051236749117,37.40608209675765,1283
15,206,1962.2345406360423,11188.214372013292,811
16,750,5.799022766232332E7,3.2480384171972424E8,1266
17,120,223.68352473498234,230.7534227562509,4178
18,124,1.766696509408127E7,1.786832561398443E8,3813
19,0,3.242183127473498E7,3.409117184613576E8,4433
20,120,1.778567958524735E7,1.8044237491054875E8,4177
21,8,4.599768480609541E7,3.315520206725663E8,4201
22,164,9.70984895909894E7,4.234895013936916E8,1795
23,40532,4373273.671378092,8.273045740467772E7,316
24,294,1099760.1875,8.22020252571665E7,260
25,925,284533.2530918728,1.9010373757099967E7,46
26,122,548.8604240282685,3088.044006514855,4035
27,140,121.17159893992932,35.54801183859158,390
28,135,181.9869699646643,350.4629353355342,1806
29,264,1764782.3180212015,4.178376931491601E7,206
30,120,218.62124558303887,224.16437065204363,4178
31,273,544.6309628975265,1253.097745364989,820
32,164,11429.49425795053,595917.9156990611,1626
33,140,1.5334451779151943E7,4.736961616257419E8,2580
34,168,429812.9997791519,2.8709060985857066E7,2157
35,136,193.42689929328623,352.5843682095908,2579
36,1019,646167.7252650177,1.6018693910614027E7,538
37,3,3608.3688162544167,79444.30840134136,4373
38,79834280,2.190759381007067E7,3.527233384905668E8,208
39,2753,-2532.3666077738517,4.3172104739745006E7,180
40,1142,1537233.5404151944,4.667117033964599E7,414
41,134,2332764.1031360426,3.554721770560272E7,2728
42,0,121.51943462897526,35.726317521372984,4528
43,533,1.9803329187941696E7,3.25339491539851E8,965
44,134,121.17159893992932,35.54801183859158,1646
45,132,6438151.699867492,9.327447920402585E7,2787
46,136,6.441234178798587E7,3.76216162625001E8,2686
47,132,119.80852473498233,34.937143807628495,1878
48,122,246.47151060070672,669.471758945671,4047
49,41119,7522820.678666078,1.1421587996012017E8,478
50,-95862690,1.8834600442579504E7,3.7439113274650204E8,4366
51,331,1283.134496466431,24478.554598949915,660
52,0,1760.8858215547702,7671.477036977894,4528
53,165,5.743713566011484E7,3.044149432888799E8,1952
54,774,121588.83259717314,7143510.178298753,1123
55,149,783058.1581272085,4.51775596993036E7,742
56,0,8460543.626766784,1.1865395624786872E8,4525
57,153,169.8189045936396,1203.6556849201213,604
58,911,5.667295895649293E7,3.115653266575938E8,1044
59,206,197.70914310954063,979.1872409370576,809
60,124,520.2621466431095,7809.819997284239,3728
61,287,3.7199288125E7,4.1606585982616836E8,1054
62,143,8439668.797261484,1.8684883750899845E8,1335
63,915,-1859980.2279151944,1.6077271674723312E8,319
64,41273,3.4482701476810955E7,4.3541799172119623E8,549
65,120,117.85578621908127,34.20597564056875,4178
66,126,116.91342756183745,33.85071696111905,3180
67,154,125.19257950530036,37.28525696079311,136
68,139,9306403.952738516,1.0602018709703623E8,1229
69,146,1.4532979881404594E7,3.950570317702959E8,2235
70,126,1.0214177567579506E7,1.114108917536305E8,3621
71,135,2.9585528231669612E7,3.3605378501811445E8,2795
72,138,120.81360424028269,35.47489121614675,821
73,255,1671534.839443463,4.770031438759457E7,1016
74,129,6969539.7495583035,9.408907807104859E7,2854
75,120,6969166.575088339,9.408909113293204E7,4188
76,889,121636.50485865724,7143584.820668969,461
77,1,5.070186824138693E7,3.0961571286000144E8,4336
78,5212,4.664842950485866E7,3.6958756773956245E8,640
79,550,3602320.6844081273,6.042378986024732E7,1199
80,143,131.172703180212,41.93475957409706,1734
81,143,152.0779593639576,124.57800453473732,2092
82,896,1226.1506183745582,54249.658062309434,61
83,158,7.300850821135159E7,3.7862931821344995E8,2112
84,363779,4266736.46024735,8.285093479259348E7,50
85,738,1.4018514548586572E7,2.0567485071267757E8,278
86,128,6065022.332818021,8.883850875065072E7,3280
87,136,123.06492932862191,36.57739903097707,1238
88,5241,891016.8166961131,3.574115475216778E7,817
89,5961,5.776909066519435E7,3.4602589114466035E8,691
90,-1737075330,-1.1098586544832155E7,3.5862066539669764E8,4499
91,0,2520555.516563604,5.975662026652109E7,4528
92,136,4721319.996466431,9.852761987494686E7,2298
93,122,7.056614993507068E7,3.13734475509383E8,4125
94,136,1.9778973125883393E7,2.0219024113368812E8,2389
95,146,312.70671378091873,1642.917383444535,1974
96,158,8750.185291519434,136414.1129776114,1840
97,158,689673.4346289752,3.131853675034227E7,1838
98,149,7432469.639134276,9.71421392964372E7,2140
99,158,8753.826634275618,136414.1398449615,1853
100,126,197.76015901060072,563.4863722231876,2852
101,140,18118.986086572437,612767.2765697894,2028
102,144,1852464.4688604241,5.1465160057571925E7,2074
103,157,4292979.421819788,1.0186217584900664E8,1957
104,126,452.4068021201413,1420.1725964719951,3510
105,2,1.556876412036219E7,1.624766071088339E8,4420
106,130,423.511925795053,9349.323804243284,2941
107,199,2.423383242402827E7,3.999711166216671E8,1341
108,153,-492838.7857773852,9.746022313592927E7,2241
109,269,673.467093639576,12188.047357076272,540
110,148,879521.792844523,2.979968943178758E7,1851
111,122,81278.96930212014,1583971.8438560371,4057
112,130,153.99889575971733,632.180701084637,3034
113,122,482.02826855123675,9544.9037043287,4046
114,126,39803.74227031802,1190795.6385883007,3634
115,0,4.9174861788869254E7,4.7024234914154184E8,4288
116,122,491.97283568904595,1904.827242478409,4047
117,145,1.014957944986749E7,1.4727144897633973E8,1768
118,169,5.873564485644876E7,3.9087745597471386E8,2017
119,167,180.82287985865725,324.0035294427429,777
120,0,2231.3867049469964,77020.55911428687,4528
121,273,3.903650586881626E7,4.004526440110836E8,1219
122,125,4748120.577738516,1.124157872738374E8,3111
123,124,118.90260600706713,35.428984015959124,3630
124,122,130.0934187279152,85.37424818706472,4046
125,122,39567.90017667844,1892734.7497870354,4047
126,404127,348232.8226590106,2792264.551394883,191
127,124,564551.7820229682,2.9588660726321552E7,3789
128,124,354956.9315371025,1.2357982697710223E7,3788
129,124,713551.4911660778,1.755435656423038E7,3798
130,124,119.79439045936395,35.068652940526235,3592
131,124,5.634316415790636E7,3.152380660029053E8,3740
132,124,41057.16762367491,677549.6585895967,3721
133,124,2056187.7477915194,2.476308132194027E7,3675
134,0,609.0704505300354,10864.02972970309,4528
135,2,1569.9582597173144,55072.63082334208,4420
136,139,3.148290849867491E7,3.365264814584923E8,2335
137,134,120.2946113074205,34.643422719853675,1265
138,200,351406.4032685512,1.9086887714243766E7,809
139,134,1.7702833404372793E7,4.067241998625617E8,2735
140,196,1950366.2842314488,2.415175257798424E7,1214
141,138,4.855438958701413E7,3.696932462181494E8,2609
142,312,2.013544423189046E7,1.89704679186482E8,1331
143,273,2.256627687389576E7,3.3849777021115273E8,1073
144,138,6625.713118374559,162444.6116556616,2146
145,2,203512.97769434628,2837653.812757371,4213
146,120,9455355.572438162,1.6966317257518297E8,4157
147,183,4.734593991806537E7,4.09124479191483E8,1954
148,132,4.327154566939046E7,3.589269295935768E8,2895
149,135,917462.0470406361,3.5200056605245456E7,2707
150,120,8.138275767071554E7,3.18598609197685E8,4175
151,195,6842884.2259275615,1.293530844304047E8,1639
152,127,1.1606201328842755E7,1.4983872583128703E8,3110
153,162,600786.2126766784,1.2637426523772286E7,1809
154,144,92514.81029151943,552062.1607192646,2351
155,129,125.19257950530036,37.28525696079311,3053
156,122,565166.4598056537,2.687310032691718E7,4047
157,8,7.683658214112191E7,4.7581769519966614E8,4183
158,0,139.7643551236749,105.07369276570431,4528
159,870,1.684064445229682E7,1.7684918252904987E8,495
160,10251,9.123147017977032E7,4.118025253760576E8,566
161,141,3.465863792491166E7,3.3189262735319495E8,1972
162,141,231.4065812720848,3180.635562212755,2096
163,169,734.2254858657244,27673.593991734084,1484
164,146,1.4154416051236749E7,2.962734854916717E8,2448
165,143,175.92778268551237,893.6039024607825,1858
166,155,4336.808303886925,26010.655917774988,1911
167,183,2.3005595708701413E7,3.630447098509627E8,1613
168,120,157974.5803886926,7240867.113165763,4188
169,383,-762126.6280918728,2.9360055278560247E7,621
170,394,117120.74757067137,7142748.162047056,165
171,149,2242651.7411660776,6.45569270297473E7,1511
172,218,1.02268288579947E7,3.293042108513064E8,1441
173,146,4409.6285335689045,77229.51831606023,2186
174,169,16494.905697879858,229514.29624935897,1103
175,885,3.355329474779152E7,2.3772748408901465E8,814
176,135,3976.7391784452298,34474.87337511033,2457
177,136,4336.515459363957,120645.66018777528,2238
178,128,43098.235424028266,1050846.9253634252,2850
